transaction_id,customer_id,amount,hour,day_of_week,merchant_category,device_type,channel,distance_from_home_km,transaction_velocity_1h,account_age_days,avg_ticket_30d,is_international,has_chargeback_history,is_weekend,is_night_txn,is_fraud
TXN-00011929,72493,528.04,18,0,food_delivery,tablet,online,0.02,2,1741,131.44,0,0,0,0,0
TXN-00011930,30132,30.46,18,1,fuel,desktop,online,1.84,2,2526,543.04,0,0,0,0,0
TXN-00011931,31658,390.36,19,5,gaming,desktop,online,30.46,2,3052,92.68,0,0,1,0,0
TXN-00011932,16745,188.95,11,0,electronics,mobile,in_store,22.15,3,3584,67.95,0,0,0,0,0
TXN-00011933,79550,624.31,13,4,fuel,desktop,in_store,44.38,1,1930,148.53,0,0,0,0,0
TXN-00011934,22366,372.28,14,4,cash_withdrawal,pos_terminal,online,16.0,3,893,203.47,0,0,0,0,0
TXN-00011935,35782,232.51,2,0,travel,mobile,in_store,17.85,2,1307,166.67,0,1,0,1,0
TXN-00011936,41353,96.87,16,1,fashion,mobile,online,21.93,3,2037,522.01,0,0,0,0,0
TXN-00011937,65877,204.24,5,2,groceries,mobile,online,35.19,1,1154,107.19,0,0,0,1,0
TXN-00011938,64568,458.17,14,3,fuel,desktop,in_store,4.92,5,1448,155.92,1,0,0,0,0
TXN-00011939,81928,205.29,20,3,healthcare,desktop,in_store,2.12,2,3436,347.72,0,0,0,0,0
TXN-00011940,36754,200.03,1,1,travel,desktop,online,3.93,1,2460,38.03,0,0,0,1,0
TXN-00011941,44699,208.31,8,2,groceries,mobile,online,7.78,1,2073,683.74,0,1,0,0,0
TXN-00011942,44976,130.11,18,4,groceries,pos_terminal,online,2.7,1,834,168.19,0,0,0,0,0
TXN-00011943,14212,87.52,2,6,healthcare,mobile,online,7.65,3,1418,104.07,0,0,1,1,0
TXN-00011944,76380,100.58,11,5,gaming,mobile,online,5.29,1,928,683.59,0,0,1,0,0
TXN-00011945,58189,223.14,17,6,food_delivery,desktop,in_store,1.03,3,2355,190.26,0,0,1,0,0
TXN-00011946,52810,403.52,3,3,utilities,desktop,atm,36.26,5,1064,322.08,0,0,0,1,0
TXN-00011947,99585,247.08,23,0,food_delivery,mobile,atm,24.83,2,3442,676.58,0,0,0,1,0
TXN-00011948,26095,464.41,4,2,utilities,mobile,online,13.99,2,3446,497.14,0,0,0,1,0
TXN-00011949,97208,552.67,16,6,utilities,tablet,in_store,1.98,2,1041,385.18,1,0,1,0,0
TXN-00011950,71232,758.88,5,4,travel,desktop,online,11.07,1,3313,274.27,0,0,0,1,0
TXN-00011951,29891,714.23,9,1,food_delivery,pos_terminal,in_store,2.43,1,1266,321.32,0,1,0,0,1
TXN-00011952,71066,58.82,21,5,food_delivery,mobile,online,72.14,1,2226,49.65,0,0,1,0,0
TXN-00011953,78011,320.74,23,2,fashion,mobile,online,2.01,4,64,313.19,0,0,0,1,0
TXN-00011954,42622,149.19,14,2,food_delivery,desktop,in_store,3.99,1,961,50.02,0,0,0,0,0
TXN-00011955,41045,104.83,4,0,electronics,desktop,in_store,20.4,2,2218,353.1,0,0,0,1,0
TXN-00011956,85165,177.62,1,0,healthcare,desktop,online,39.55,2,1112,79.63,0,0,0,1,1
TXN-00011957,24424,593.88,16,3,utilities,mobile,online,1.84,1,1737,73.09,0,0,0,0,0
TXN-00011958,11200,459.74,19,4,fuel,mobile,in_store,13.85,3,1172,76.19,0,1,0,0,0
TXN-00011959,69931,224.96,9,1,groceries,mobile,online,16.71,2,1838,86.89,0,0,0,0,0
TXN-00011960,91587,359.1,16,3,food_delivery,mobile,in_store,3.89,3,224,383.31,0,0,0,0,0
TXN-00011961,55077,289.73,5,2,utilities,mobile,in_store,36.34,3,1560,54.12,0,0,0,1,0
TXN-00011962,22147,177.95,12,3,utilities,pos_terminal,online,4.69,3,539,145.5,0,0,0,0,0
TXN-00011963,58530,118.01,2,6,food_delivery,mobile,online,0.97,3,3377,279.38,1,0,1,1,0
TXN-00011964,32669,204.06,19,3,food_delivery,pos_terminal,online,2.72,7,1770,184.96,0,0,0,0,0
TXN-00011965,84464,376.1,20,4,fashion,mobile,online,4.66,1,2731,836.95,0,0,0,0,0
TXN-00011966,65088,640.75,18,4,fashion,mobile,in_store,32.66,1,2624,285.56,1,0,0,0,0
TXN-00011967,40288,323.27,0,5,utilities,tablet,in_store,3.62,1,3275,93.66,0,1,1,1,0
TXN-00011968,66209,137.8,12,6,groceries,desktop,atm,11.84,0,3366,315.44,0,0,1,0,0
TXN-00011969,70037,92.41,11,5,food_delivery,desktop,in_store,0.2,1,1646,106.75,0,0,1,0,0
TXN-00011970,71085,282.18,17,1,gaming,pos_terminal,online,13.92,2,1180,128.21,0,0,0,0,0
TXN-00011971,42956,31.68,18,1,utilities,pos_terminal,online,5.45,0,1067,97.87,0,0,0,0,0
TXN-00011972,61356,1052.37,0,1,groceries,desktop,online,5.22,3,1950,114.67,0,0,0,1,0
TXN-00011973,13845,318.7,21,5,fashion,mobile,in_store,25.39,2,3344,524.48,1,0,1,0,0
TXN-00011974,46318,525.01,12,6,groceries,pos_terminal,in_store,14.12,2,2697,145.92,0,0,1,0,0
TXN-00011975,44020,439.88,2,0,electronics,mobile,online,6.47,4,2619,123.2,0,0,0,1,0
TXN-00011976,58120,314.69,8,6,travel,pos_terminal,atm,35.82,2,3301,214.27,0,0,1,0,0
TXN-00011977,95502,300.19,17,4,groceries,mobile,in_store,24.12,0,882,504.75,0,0,0,0,0
TXN-00011978,95817,390.87,5,3,groceries,pos_terminal,in_store,,3,592,220.0,0,0,0,1,0
TXN-00011979,53493,165.24,12,5,gaming,mobile,in_store,3.28,2,1235,132.42,0,1,1,0,0
TXN-00011980,68152,228.0,11,3,food_delivery,desktop,online,11.46,5,2577,245.97,0,1,0,0,1
TXN-00011981,19740,406.97,8,2,healthcare,desktop,atm,34.72,4,2915,233.33,0,0,0,0,0
TXN-00011982,53403,58.65,9,3,travel,tablet,in_store,65.91,1,2329,109.23,1,0,0,0,0
TXN-00011983,71903,222.04,13,3,groceries,desktop,in_store,0.94,4,3046,82.92,0,0,0,0,0
TXN-00011984,71450,201.66,4,3,food_delivery,mobile,online,9.02,5,1372,76.24,0,1,0,1,0
TXN-00011985,96703,29.31,15,5,utilities,mobile,online,56.85,5,1117,158.7,0,0,1,0,0
TXN-00011986,51961,337.96,23,5,groceries,pos_terminal,online,11.29,3,421,399.97,1,0,1,1,1
TXN-00011987,91714,262.46,18,5,groceries,desktop,online,42.18,3,2216,378.89,0,0,1,0,0
TXN-00011988,98083,221.72,1,3,fashion,mobile,online,23.01,4,1454,148.73,1,0,0,1,0
TXN-00011989,61475,462.83,10,6,groceries,mobile,online,1.81,6,179,91.61,0,0,1,0,1
TXN-00011990,18232,411.55,20,5,electronics,mobile,in_store,1.14,2,2458,331.02,0,0,1,0,0
TXN-00011991,43864,434.2,16,2,electronics,mobile,in_store,0.93,1,1032,194.51,0,0,0,0,0
TXN-00011992,78823,203.82,18,5,groceries,pos_terminal,atm,10.19,4,3457,168.19,0,0,1,0,0
TXN-00011993,62260,161.24,15,2,cash_withdrawal,mobile,online,23.43,2,186,234.88,0,0,0,0,0
TXN-00011994,94267,257.9,1,2,gaming,mobile,in_store,13.17,4,969,432.52,1,0,0,1,0
TXN-00011995,83432,312.56,17,3,travel,mobile,online,7.88,0,1657,226.74,0,0,0,0,0
TXN-00011996,15690,369.53,8,4,electronics,mobile,in_store,11.89,5,972,339.6,0,0,0,0,0
TXN-00011997,87510,104.62,0,1,fashion,mobile,online,9.55,1,2329,83.72,1,0,0,1,0
TXN-00011998,42163,297.6,14,3,utilities,mobile,atm,23.85,0,3469,23.4,1,0,0,0,0
TXN-00011999,83695,500.52,15,5,food_delivery,mobile,online,11.09,2,194,87.64,0,0,1,0,0
TXN-00012000,55699,117.23,3,6,gaming,desktop,in_store,1.11,3,395,93.57,0,0,1,1,0
TXN-00012001,50992,27.44,17,2,electronics,mobile,in_store,30.39,0,1578,285.53,0,0,0,0,0
TXN-00012002,16520,12.23,17,3,groceries,mobile,in_store,3.58,1,583,501.58,0,0,0,0,0
TXN-00012003,20697,159.78,9,6,travel,pos_terminal,online,5.84,3,3044,76.89,0,0,1,0,0
TXN-00012004,63576,87.61,8,5,food_delivery,tablet,online,12.92,1,2822,391.47,0,0,1,0,0
TXN-00012005,61225,327.63,21,4,electronics,mobile,online,5.2,0,3133,170.35,0,0,0,0,1
TXN-00012006,59941,289.01,3,0,groceries,desktop,in_store,22.93,1,740,156.24,0,0,0,1,0
TXN-00012007,24078,36.26,15,5,healthcare,pos_terminal,in_store,12.59,1,2368,333.65,0,0,1,0,0
TXN-00012008,55894,484.67,16,4,fashion,mobile,atm,2.14,2,2918,160.54,1,0,0,0,0
TXN-00012009,15486,126.4,5,3,healthcare,pos_terminal,online,11.85,4,2642,112.63,1,0,0,1,0
TXN-00012010,22971,98.92,6,0,electronics,desktop,atm,8.3,1,1830,288.31,0,0,0,0,0
TXN-00012011,54879,278.14,12,4,fashion,mobile,in_store,9.73,0,617,140.5,0,0,0,0,0
TXN-00012012,65525,149.93,8,4,fashion,pos_terminal,in_store,6.75,2,651,194.82,0,0,0,0,0
TXN-00012013,68982,259.8,2,1,electronics,tablet,in_store,9.28,4,1895,86.96,1,0,0,1,1
TXN-00012014,98374,196.24,10,2,electronics,mobile,online,42.6,2,1629,346.81,0,0,0,0,0
TXN-00012015,86872,523.49,17,6,gaming,mobile,atm,0.59,3,725,301.75,0,0,1,0,1
TXN-00012016,44179,264.24,10,4,groceries,mobile,online,27.63,4,2494,76.83,0,0,0,0,0
TXN-00012017,80454,178.17,17,3,groceries,desktop,online,10.43,2,3059,135.44,0,0,0,0,0
TXN-00012018,18607,215.95,18,3,fashion,mobile,in_store,9.28,5,2448,337.66,1,0,0,0,0
TXN-00012019,87150,449.3,14,3,utilities,desktop,online,8.08,2,1471,43.34,0,0,0,0,0
TXN-00012020,44797,105.71,15,5,groceries,tablet,in_store,15.78,5,2119,206.86,0,0,1,0,0
TXN-00012021,78405,340.64,1,0,food_delivery,mobile,in_store,77.08,1,2981,134.62,0,0,0,1,0
TXN-00012022,97355,225.55,20,0,fashion,mobile,in_store,53.57,3,1315,104.96,0,0,0,0,0
TXN-00012023,73290,231.14,3,1,food_delivery,mobile,online,22.65,4,1756,227.55,0,0,0,1,0
TXN-00012024,92821,88.11,18,1,groceries,mobile,online,3.88,0,1344,16.91,0,0,0,0,0
TXN-00012025,10912,160.63,18,0,fashion,pos_terminal,online,18.68,3,2813,284.73,0,0,0,0,0
TXN-00012026,25349,135.01,22,2,fuel,desktop,in_store,13.86,3,2508,297.86,0,0,0,0,0
TXN-00012027,66348,224.64,8,0,healthcare,mobile,in_store,31.24,3,2812,96.25,0,0,0,0,0
TXN-00012028,58652,61.35,8,2,healthcare,mobile,online,28.04,1,1839,370.87,0,0,0,0,0
TXN-00012029,20843,24.38,5,0,fuel,mobile,online,36.15,0,1781,98.97,0,0,0,1,0
TXN-00012030,74652,149.05,13,0,utilities,pos_terminal,in_store,17.01,4,2888,184.15,0,0,0,0,0
TXN-00012031,15279,455.61,5,4,travel,pos_terminal,online,39.58,3,2166,329.5,0,1,0,1,0
TXN-00012032,99168,318.76,20,3,utilities,mobile,online,2.58,2,3060,97.24,0,0,0,0,0
TXN-00012033,24076,207.12,15,6,utilities,pos_terminal,atm,0.77,1,235,164.41,0,0,1,0,0
TXN-00012034,50091,93.99,19,4,fashion,tablet,online,10.63,1,2466,228.23,0,0,0,0,0
TXN-00012035,84095,10.64,11,2,healthcare,pos_terminal,in_store,3.95,2,3163,320.86,1,0,0,0,0
TXN-00012036,56263,125.59,19,5,groceries,mobile,in_store,0.72,1,3473,132.22,0,0,1,0,0
TXN-00012037,76945,185.21,2,5,food_delivery,mobile,in_store,1.36,4,2211,52.21,1,0,1,1,1
TXN-00012038,73327,77.32,10,1,utilities,desktop,online,9.61,4,1218,185.19,1,0,0,0,0
TXN-00012039,95388,301.6,14,3,electronics,tablet,atm,9.84,2,137,115.51,0,0,0,0,0
TXN-00012040,51755,296.08,11,1,groceries,mobile,in_store,23.76,2,2318,45.46,0,0,0,0,0
TXN-00012041,98106,146.94,17,6,groceries,desktop,online,2.79,2,3318,441.99,0,0,1,0,0
TXN-00012042,56508,194.24,1,3,gaming,pos_terminal,online,1.2,4,3608,222.31,0,0,0,1,0
TXN-00012043,90394,191.02,19,0,food_delivery,desktop,online,2.0,5,2853,313.4,1,0,0,0,0
TXN-00012044,75936,281.42,4,5,electronics,desktop,online,4.85,2,2630,229.73,0,0,1,1,0
TXN-00012045,21963,102.83,3,6,healthcare,desktop,online,33.86,4,1372,163.21,0,0,1,1,0
TXN-00012046,67926,997.02,10,2,fashion,desktop,in_store,11.76,3,1896,208.32,0,0,0,0,1
TXN-00012047,89053,60.94,19,3,food_delivery,tablet,atm,18.04,1,2756,295.01,0,0,0,0,0
TXN-00012048,21553,104.16,7,5,utilities,desktop,online,24.08,3,681,287.82,0,0,1,0,0
TXN-00012049,85476,251.56,20,0,electronics,mobile,in_store,16.27,2,781,12.96,0,0,0,0,0
TXN-00012050,19489,647.44,5,6,food_delivery,mobile,in_store,13.1,2,3363,192.92,0,0,1,1,0
TXN-00012051,88396,137.38,18,0,healthcare,mobile,online,36.77,3,1867,173.95,0,0,0,0,0
TXN-00012052,81000,90.94,3,1,utilities,mobile,in_store,7.02,4,2238,232.02,0,0,0,1,1
TXN-00012053,23651,171.91,16,2,fashion,tablet,online,8.96,4,1788,265.94,0,0,0,0,0
TXN-00012054,75380,347.7,18,4,food_delivery,mobile,online,2.91,2,1023,164.93,0,0,0,0,0
TXN-00012055,20511,360.44,2,5,utilities,pos_terminal,in_store,3.42,6,3350,204.93,0,1,1,1,0
TXN-00012056,61122,317.59,19,1,fashion,mobile,in_store,3.37,2,320,408.6,0,0,0,0,1
TXN-00012057,93141,695.0,14,2,electronics,mobile,online,25.62,0,1221,192.02,0,0,0,0,0
TXN-00012058,28536,361.77,11,5,electronics,pos_terminal,in_store,19.81,3,22,173.51,0,0,1,0,0
TXN-00012059,25644,414.08,21,2,utilities,mobile,in_store,15.41,2,2218,193.16,0,0,0,0,0
TXN-00012060,48058,443.11,19,2,utilities,pos_terminal,in_store,68.19,2,3643,358.11,0,0,0,0,0
TXN-00012061,43175,81.27,8,2,groceries,mobile,online,6.81,1,2670,271.76,0,0,0,0,0
TXN-00012062,14362,188.64,21,4,utilities,tablet,in_store,27.61,1,1997,149.08,1,0,0,0,0
TXN-00012063,51038,105.87,21,5,food_delivery,desktop,online,21.96,0,485,374.06,0,0,1,0,0
TXN-00012064,33359,114.69,3,6,food_delivery,mobile,online,16.47,1,2217,207.95,0,0,1,1,0
TXN-00012065,21199,158.6,15,5,electronics,tablet,online,14.25,5,1550,160.59,0,0,1,0,0
TXN-00012066,34842,276.4,19,1,electronics,mobile,in_store,10.71,4,3103,184.27,0,0,0,0,0
TXN-00012067,11857,626.34,3,2,utilities,mobile,online,1.83,6,1879,91.51,0,0,0,1,0
TXN-00012068,92352,337.35,0,4,fashion,mobile,online,0.86,1,2187,155.5,0,0,0,1,0
TXN-00012069,99467,295.0,18,2,electronics,tablet,online,6.45,2,2612,94.57,0,0,0,0,0
TXN-00012070,43085,161.57,2,3,fashion,pos_terminal,in_store,8.6,4,1592,248.92,0,0,0,1,1
TXN-00012071,88898,669.81,7,2,food_delivery,pos_terminal,online,1.03,1,3255,116.99,0,0,0,0,1
TXN-00012072,51520,56.49,9,4,food_delivery,pos_terminal,in_store,20.69,0,711,289.04,0,0,0,0,0
TXN-00012073,92109,368.53,20,4,fuel,pos_terminal,in_store,4.12,2,849,141.84,0,0,0,0,1
TXN-00012074,25581,27.32,16,0,food_delivery,desktop,in_store,19.83,4,447,302.92,0,0,0,0,0
TXN-00012075,35610,237.77,6,6,fashion,mobile,online,2.42,1,837,348.73,0,1,1,0,1
TXN-00012076,76583,446.29,11,0,fashion,desktop,online,11.94,7,456,169.91,0,0,0,0,0
TXN-00012077,29808,217.83,11,2,fashion,pos_terminal,in_store,23.06,3,785,183.13,0,0,0,0,0
TXN-00012078,84117,531.66,5,5,gaming,pos_terminal,online,20.81,4,200,181.4,0,0,1,1,1
TXN-00012079,48327,93.73,10,0,electronics,mobile,online,25.65,2,2454,223.82,0,0,0,0,0
TXN-00012080,46350,9.73,15,2,fuel,pos_terminal,in_store,0.0,3,2853,157.1,0,0,0,0,0
TXN-00012081,50798,61.19,3,4,travel,pos_terminal,online,1.01,4,2909,311.19,0,1,0,1,0
TXN-00012082,81807,164.98,20,4,fashion,desktop,in_store,1.86,2,3612,79.19,0,0,0,0,0
TXN-00012083,10503,277.41,16,6,gaming,pos_terminal,in_store,10.09,2,640,166.06,0,0,1,0,0
TXN-00012084,77561,123.72,19,4,food_delivery,desktop,online,6.4,0,2546,97.76,0,0,0,0,0
TXN-00012085,80132,238.82,12,4,travel,desktop,atm,2.24,3,1265,129.8,0,1,0,0,1
TXN-00012086,83902,320.15,7,1,fashion,pos_terminal,online,5.33,1,834,126.73,0,0,0,0,0
TXN-00012087,99699,99.65,17,6,groceries,mobile,online,38.13,5,2311,605.89,0,0,1,0,0
TXN-00012088,80402,102.4,21,2,healthcare,mobile,in_store,26.6,3,705,287.55,0,0,0,0,0
TXN-00012089,57581,48.77,3,1,utilities,mobile,online,38.45,5,889,356.04,0,0,0,1,0
TXN-00012090,51950,531.77,9,0,utilities,mobile,in_store,10.42,1,2595,239.84,0,0,0,0,0
TXN-00012091,44942,540.56,22,6,groceries,pos_terminal,in_store,4.15,1,3259,450.68,0,1,1,0,0
TXN-00012092,84442,236.96,21,0,fuel,tablet,in_store,21.24,3,1755,43.52,1,0,0,0,1
TXN-00012093,45347,66.93,20,1,groceries,desktop,in_store,15.92,1,1381,184.44,1,0,0,0,0
TXN-00012094,61537,605.78,2,6,electronics,mobile,in_store,8.83,0,1809,526.85,0,0,1,1,1
TXN-00012095,18646,102.57,3,4,food_delivery,mobile,online,13.54,1,2053,229.86,0,0,0,1,0
TXN-00012096,38558,51.47,22,4,fuel,pos_terminal,in_store,16.27,3,106,260.83,0,0,0,0,0
TXN-00012097,33954,100.04,20,0,fashion,mobile,in_store,47.51,0,1674,338.52,0,0,0,0,0
TXN-00012098,49151,88.86,8,2,electronics,tablet,online,20.43,5,96,573.97,0,0,0,0,0
TXN-00012099,55191,70.26,7,5,fashion,mobile,in_store,22.06,2,1368,635.52,0,0,1,0,0
TXN-00012100,74483,122.2,10,3,groceries,desktop,online,4.31,0,1449,89.14,0,0,0,0,0
TXN-00012101,48865,222.78,0,0,food_delivery,mobile,online,12.66,6,81,300.55,0,0,0,1,0
TXN-00012102,23529,365.34,20,4,groceries,mobile,in_store,1.79,1,1455,189.44,0,0,0,0,1
TXN-00012103,59052,174.39,21,0,groceries,pos_terminal,in_store,12.3,2,3565,265.03,0,0,0,0,0
TXN-00012104,14921,175.41,16,0,fuel,pos_terminal,in_store,25.23,3,87,229.51,0,0,0,0,0
TXN-00012105,86415,170.9,4,1,fashion,mobile,in_store,0.13,3,116,167.68,0,0,0,1,0
TXN-00012106,79350,51.48,13,2,groceries,mobile,online,35.26,4,2659,298.95,0,0,0,0,0
TXN-00012107,30271,358.51,9,3,electronics,mobile,online,45.09,1,1925,167.21,0,0,0,0,0
TXN-00012108,33691,448.66,16,4,healthcare,mobile,in_store,4.77,3,442,312.47,0,0,0,0,0
TXN-00012109,12489,586.14,1,6,travel,desktop,in_store,18.96,1,1146,57.07,0,0,1,1,1
TXN-00012110,42796,153.45,12,2,utilities,mobile,online,8.24,1,1692,274.4,0,0,0,0,0
TXN-00012111,13440,562.29,19,2,groceries,desktop,online,72.37,3,1477,65.98,0,0,0,0,1
TXN-00012112,94270,391.71,0,2,travel,pos_terminal,online,36.48,1,1339,268.92,0,0,0,1,1
TXN-00012113,22075,74.4,22,3,gaming,mobile,online,54.76,2,3245,268.99,0,0,0,0,0
TXN-00012114,69342,102.82,11,3,food_delivery,mobile,in_store,20.44,5,496,465.13,0,0,0,0,0
TXN-00012115,61342,226.48,1,1,utilities,mobile,in_store,5.68,2,2110,108.14,0,0,0,1,0
TXN-00012116,31317,175.33,14,5,utilities,mobile,in_store,64.81,3,2781,333.23,0,0,1,0,0
TXN-00012117,82735,61.81,16,3,groceries,mobile,online,14.05,4,2031,166.97,0,0,0,0,0
TXN-00012118,19798,225.12,3,5,electronics,mobile,in_store,20.98,3,2430,222.3,0,0,1,1,0
TXN-00012119,89811,229.54,11,0,healthcare,desktop,in_store,1.52,3,2911,282.87,0,0,0,0,0
TXN-00012120,76630,388.33,5,4,fashion,mobile,online,14.22,5,2535,78.06,0,0,0,1,0
TXN-00012121,67159,132.73,21,6,electronics,mobile,in_store,0.94,2,1462,151.01,0,1,1,0,0
TXN-00012122,89168,105.64,5,5,gaming,mobile,online,24.79,1,2474,88.5,0,0,1,1,0
TXN-00012123,46282,47.87,2,2,groceries,desktop,online,37.47,2,671,126.56,0,0,0,1,0
TXN-00012124,35347,258.16,12,0,fuel,mobile,in_store,8.74,2,3571,254.65,0,0,0,0,0
TXN-00012125,23906,235.6,21,6,utilities,mobile,online,13.34,4,560,225.6,1,0,1,0,0
TXN-00012126,93192,640.46,5,1,electronics,desktop,in_store,38.71,2,2432,119.48,0,0,0,1,0
TXN-00012127,46127,369.69,21,3,electronics,pos_terminal,in_store,10.21,4,2741,98.06,0,0,0,0,1
TXN-00012128,84644,133.54,5,5,utilities,mobile,atm,4.27,0,3612,158.93,0,0,1,1,0
TXN-00012129,39917,213.72,22,3,gaming,desktop,atm,4.47,4,786,244.73,0,0,0,0,0
TXN-00012130,95948,60.41,10,1,gaming,desktop,in_store,12.41,1,2693,187.82,0,0,0,0,0
TXN-00012131,88301,152.42,9,5,groceries,mobile,in_store,0.79,1,1811,221.17,0,0,1,0,0
TXN-00012132,37723,243.53,18,1,gaming,mobile,atm,11.63,2,3351,73.53,0,0,0,0,0
TXN-00012133,53804,661.32,11,6,fuel,pos_terminal,online,9.06,2,3574,290.06,0,0,1,0,0
TXN-00012134,81458,88.16,6,0,electronics,mobile,atm,5.79,2,262,283.96,0,0,0,0,0
TXN-00012135,30357,520.03,9,0,fashion,mobile,online,11.24,1,2942,397.53,0,0,0,0,0
TXN-00012136,12131,255.85,6,3,groceries,mobile,in_store,22.01,3,2762,93.41,1,1,0,0,1
TXN-00012137,35991,363.68,10,2,utilities,pos_terminal,atm,0.71,0,1593,128.21,0,0,0,0,0
TXN-00012138,63152,207.61,12,3,fashion,pos_terminal,in_store,2.99,3,3462,238.06,0,0,0,0,0
TXN-00012139,22282,114.37,16,3,groceries,pos_terminal,in_store,10.57,1,1502,116.69,0,0,0,0,0
TXN-00012140,40004,500.87,8,1,fuel,mobile,online,11.34,1,1983,130.73,0,0,0,0,1
TXN-00012141,92671,143.22,6,2,cash_withdrawal,pos_terminal,atm,18.13,3,894,414.22,1,0,0,0,0
TXN-00012142,16756,348.98,23,2,fashion,pos_terminal,in_store,5.96,7,974,189.77,0,0,0,1,0
TXN-00012143,14531,65.77,19,6,fashion,mobile,online,21.96,2,1231,272.06,0,0,1,0,1
TXN-00012144,48146,83.11,19,6,food_delivery,tablet,atm,2.73,1,141,47.01,0,0,1,0,0
TXN-00012145,11156,27.82,8,3,groceries,mobile,in_store,21.24,3,1995,363.47,1,0,0,0,0
TXN-00012146,12503,189.61,9,1,food_delivery,mobile,in_store,0.66,0,1664,504.32,0,0,0,0,0
TXN-00012147,26468,256.12,16,3,healthcare,mobile,in_store,4.95,3,2174,151.67,1,0,0,0,0
TXN-00012148,19202,213.42,2,2,gaming,pos_terminal,in_store,34.29,2,1953,107.84,1,0,0,1,1
TXN-00012149,82977,47.14,23,0,fuel,mobile,in_store,6.44,1,2643,240.12,0,0,0,1,0
TXN-00012150,21043,84.6,5,2,fuel,mobile,online,26.88,2,457,353.44,1,0,0,1,0
TXN-00012151,57111,359.44,5,2,travel,desktop,in_store,22.9,2,136,255.36,0,0,0,1,1
TXN-00012152,73475,130.72,18,3,fashion,mobile,in_store,1.74,2,1952,151.94,0,0,0,0,0
TXN-00012153,66325,221.63,6,5,fashion,desktop,atm,47.53,6,3374,394.25,1,1,1,0,0
TXN-00012154,68847,122.64,10,5,cash_withdrawal,tablet,online,35.93,2,2076,230.53,0,0,1,0,0
TXN-00012155,42195,330.0,22,6,electronics,mobile,in_store,9.84,1,2667,230.5,0,0,1,0,0
TXN-00012156,89995,123.81,4,6,groceries,mobile,online,8.7,2,1710,149.64,0,0,1,1,0
TXN-00012157,16180,177.1,2,1,groceries,mobile,in_store,6.93,1,3127,196.66,0,0,0,1,0
TXN-00012158,19658,427.74,14,2,food_delivery,desktop,atm,16.25,2,1224,227.85,0,0,0,0,0
TXN-00012159,87053,216.92,0,1,utilities,desktop,in_store,18.24,1,2611,180.49,1,0,0,1,0
TXN-00012160,16151,94.12,15,2,gaming,mobile,in_store,27.11,4,1406,167.25,1,0,0,0,0
TXN-00012161,27270,292.56,5,5,cash_withdrawal,pos_terminal,in_store,5.06,2,3098,54.58,0,0,1,1,0
TXN-00012162,25585,47.05,7,4,utilities,pos_terminal,in_store,10.19,0,1626,149.06,0,0,0,0,0
TXN-00012163,12975,90.52,9,5,fuel,mobile,in_store,0.53,1,2997,126.18,0,1,1,0,0
TXN-00012164,20530,51.64,3,6,groceries,desktop,online,40.98,1,2779,176.17,0,0,1,1,0
TXN-00012165,61542,336.24,21,6,groceries,pos_terminal,online,0.62,1,3171,25.62,1,0,1,0,0
TXN-00012166,69507,277.14,13,0,fuel,mobile,in_store,30.15,5,3241,295.41,0,1,0,0,0
TXN-00012167,17495,310.65,8,2,electronics,mobile,in_store,7.15,2,1525,188.24,0,0,0,0,0
TXN-00012168,94813,246.77,13,6,groceries,desktop,in_store,16.14,1,318,283.0,0,0,1,0,0
TXN-00012169,18618,493.99,7,2,travel,pos_terminal,in_store,3.86,3,3432,439.85,1,0,0,0,0
TXN-00012170,71830,242.34,10,5,groceries,pos_terminal,in_store,1.5,4,3138,230.61,0,0,1,0,0
TXN-00012171,82033,129.17,3,3,utilities,mobile,in_store,3.5,5,3065,315.08,0,1,0,1,0
TXN-00012172,56869,97.75,23,3,fuel,pos_terminal,online,8.59,4,2613,168.4,0,0,0,1,0
TXN-00012173,54244,239.68,18,2,utilities,mobile,in_store,14.75,0,3423,82.26,0,1,0,0,0
TXN-00012174,19815,465.98,7,4,groceries,desktop,online,22.66,3,2430,50.93,1,1,0,0,1
TXN-00012175,31735,63.71,13,0,fashion,mobile,online,7.33,1,3633,537.18,0,0,0,0,0
TXN-00012176,86551,304.88,12,6,groceries,desktop,online,2.25,3,429,312.06,0,0,1,0,0
TXN-00012177,41376,177.05,1,5,electronics,mobile,in_store,8.23,2,131,106.91,0,0,1,1,0
TXN-00012178,13100,418.03,15,1,groceries,mobile,online,27.93,2,280,180.0,0,0,0,0,1
TXN-00012179,75630,40.51,12,4,healthcare,mobile,online,2.57,3,3587,113.04,0,0,0,0,0
TXN-00012180,71528,642.18,16,6,electronics,mobile,in_store,1.77,6,998,151.79,0,0,1,0,0
TXN-00012181,15971,175.2,5,0,fuel,mobile,online,4.97,2,2648,33.53,0,0,0,1,0
TXN-00012182,14596,32.27,20,1,groceries,mobile,online,44.65,2,2828,20.41,0,0,0,0,0
TXN-00012183,20483,62.36,17,3,food_delivery,mobile,in_store,36.2,2,849,45.68,0,1,0,0,0
TXN-00012184,14581,703.87,5,6,fuel,desktop,online,5.95,3,2877,21.55,0,0,1,1,1
TXN-00012185,65462,303.88,13,0,travel,tablet,online,5.96,2,1285,361.68,0,0,0,0,0
TXN-00012186,21935,159.58,20,0,gaming,mobile,in_store,80.29,0,251,116.49,0,0,0,0,0
